1.000000000000000000e+00,0.000000000000000000e+00,6.338028169014084390e-02,3.169014084507042195e-02
3.000000000000000000e+00,1.760563380281690224e-02,4.577464788732394513e-02,3.169014084507042195e-02
5.000000000000000000e+00,1.760563380281690224e-02,5.281690140845070325e-02,2.816901408450704289e-02
7.000000000000000000e+00,2.112676056338028130e-02,5.633802816901408578e-02,3.873239436619718007e-02
9.000000000000000000e+00,3.169014084507042195e-02,5.281690140845070325e-02,4.577464788732394513e-02
1.100000000000000000e+01,4.225352112676056260e-02,4.577464788732394513e-02,4.225352112676056260e-02
1.300000000000000000e+01,3.169014084507042195e-02,4.929577464788732072e-02,3.873239436619718007e-02
1.500000000000000000e+01,3.521126760563380448e-02,5.281690140845070325e-02,4.225352112676056260e-02
1.700000000000000000e+01,3.521126760563380448e-02,5.633802816901408578e-02,3.873239436619718007e-02
1.900000000000000000e+01,3.873239436619718007e-02,5.633802816901408578e-02,4.225352112676056260e-02
2.100000000000000000e+01,4.225352112676056260e-02,5.633802816901408578e-02,4.225352112676056260e-02
2.300000000000000000e+01,4.225352112676056260e-02,5.985915492957746137e-02,4.577464788732394513e-02
2.500000000000000000e+01,4.577464788732394513e-02,5.633802816901408578e-02,5.281690140845070325e-02
2.700000000000000000e+01,5.281690140845070325e-02,5.985915492957746137e-02,5.281690140845070325e-02
2.900000000000000000e+01,5.281690140845070325e-02,5.985915492957746137e-02,5.633802816901408578e-02
3.100000000000000000e+01,5.281690140845070325e-02,5.633802816901408578e-02,5.281690140845070325e-02
3.300000000000000000e+01,4.929577464788732072e-02,5.985915492957746137e-02,5.633802816901408578e-02
3.500000000000000000e+01,5.281690140845070325e-02,5.985915492957746137e-02,5.281690140845070325e-02
3.700000000000000000e+01,4.929577464788732072e-02,5.633802816901408578e-02,5.281690140845070325e-02
3.900000000000000000e+01,5.281690140845070325e-02,5.281690140845070325e-02,6.338028169014084390e-02
4.100000000000000000e+01,5.985915492957746137e-02,5.985915492957746137e-02,6.338028169014084390e-02
4.300000000000000000e+01,5.985915492957746137e-02,5.985915492957746137e-02,6.690140845070421949e-02
4.500000000000000000e+01,6.690140845070421949e-02,5.985915492957746137e-02,7.394366197183098455e-02
4.700000000000000000e+01,6.690140845070421949e-02,5.985915492957746137e-02,6.690140845070421949e-02
4.900000000000000000e+01,6.690140845070421949e-02,6.690140845070421949e-02,7.042253521126760896e-02
5.100000000000000000e+01,6.690140845070421949e-02,5.985915492957746137e-02,6.690140845070421949e-02
5.300000000000000000e+01,6.338028169014084390e-02,5.985915492957746137e-02,6.690140845070421949e-02
5.500000000000000000e+01,6.338028169014084390e-02,5.985915492957746137e-02,7.042253521126760896e-02
5.700000000000000000e+01,6.690140845070421949e-02,5.985915492957746137e-02,7.042253521126760896e-02
5.900000000000000000e+01,7.042253521126760896e-02,6.690140845070421949e-02,7.042253521126760896e-02
6.100000000000000000e+01,6.690140845070421949e-02,6.690140845070421949e-02,7.746478873239436014e-02
6.300000000000000000e+01,7.042253521126760896e-02,6.338028169014084390e-02,8.098591549295774961e-02
6.500000000000000000e+01,7.042253521126760896e-02,6.690140845070421949e-02,8.450704225352112520e-02
6.700000000000000000e+01,7.394366197183098455e-02,8.098591549295774961e-02,8.098591549295774961e-02
6.900000000000000000e+01,7.746478873239436014e-02,8.450704225352112520e-02,8.098591549295774961e-02
